,created_at,display_text_range,favorite_count,id,lang,retweet_count,source,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,p1,p1_conf,p1_dog,DayofWeekCreate
357,2017-02-10 16:53:37,140,10804,830097400375152640,en,3455,Twitter for iPhon,13,10,Samson,None,None,None,None,toy_poodle,0.442713,True,Friday
358,2017-02-10 02:25:42,112,0,829878982036299777,en,5757,Twitter for iPhon,12,10,Loki,doggo,None,None,None,golden_retriever,0.6173890000000001,True,Friday
359,2017-02-10 01:15:49,113,13441,829861396166877184,en,2243,Twitter for iPhon,12,10,Mia,None,None,None,None,Border_terrier,0.394486,True,Friday
360,2017-02-09 01:27:41,127,34913,829501995190984704,en,12224,Twitter for iPhon,12,10,Leo,None,None,None,None,French_bulldog,0.950851,True,Thursday
361,2017-02-08 22:00:52,120,11519,829449946868879360,en,2329,Twitter for iPhon,11,10,None,doggo,None,None,None,Labrador_retriever,0.315163,True,Wednesday
362,2017-02-08 17:00:26,76,38074,829374341691346946,en,10706,Twitter for iPhon,13,10,Astrid,doggo,None,None,None,Staffordshire_bullterrier,0.757547,True,Wednesday
363,2017-02-08 01:35:19,114,26952,829141528400556032,en,8530,Twitter for iPhon,12,10,Malcolm,None,None,None,None,golden_retriever,0.57314,True,Wednesday
364,2017-02-07 17:00:28,127,58302,829011960981237760,en,18627,Twitter for iPhon,13,10,Dexter,None,None,None,None,boxer,0.312221,True,Tuesday
365,2017-02-07 03:04:22,140,0,828801551087042563,en,3901,Twitter for iPhon,12,10,Gus,None,None,None,None,,,,Tuesday
366,2017-02-07 01:00:22,137,28085,828770345708580865,en,6746,Twitter for iPhon,13,10,Alfie,None,None,None,None,seat_belt,0.765979,False,Tuesday
367,2017-02-06 20:55:28,133,40241,828708714936930305,en,12882,Twitter for iPhon,10,10,Fiona,None,None,None,None,hippopotamus,0.942911,False,Monday
368,2017-02-06 17:02:17,80,10467,828650029636317184,en,1544,Twitter for iPhon,14,10,one,None,None,None,None,golden_retriever,0.649209,True,Monday
369,2017-02-06 01:07:28,70,6898,828409743546925057,en,1305,Twitter for iPhon,12,10,Mutt,None,None,None,None,teddy,0.908457,False,Monday
370,2017-02-06 01:03:14,131,8398,828408677031882754,en,1477,Twitter for iPhon,12,10,Bear,None,None,None,None,Weimaraner,0.13303299999999998,True,Monday
371,2017-02-05 23:15:47,122,13864,828381636999917570,en,2554,Twitter for iPhon,14,10,Doobert,doggo,None,None,None,Bedlington_terrier,0.392535,True,Sunday
372,2017-02-05 22:55:23,112,8112,828376505180889089,en,1216,Twitter for iPhon,13,10,Beebop,None,None,None,None,American_Staffordshire_terrier,0.5230859999999999,True,Sunday
373,2017-02-05 22:40:03,123,13756,828372645993398273,en,3344,Twitter for iPhon,12,10,Alexander,None,None,None,None,malamute,0.663047,True,Sunday
374,2017-02-05 21:56:51,57,2408,828361771580813312,en,195,Twitter Web Clien,12,10,None,None,None,None,None,,,,Sunday
375,2017-02-05 01:04:17,123,12923,828046555563323392,en,3260,Twitter for iPhon,13,10,Sailer,None,None,None,None,patio,0.272972,False,Sunday
376,2017-02-04 22:45:42,124,11411,828011680017821696,en,2451,Twitter for iPhon,11,10,Brutus,None,None,None,None,American_Staffordshire_terrier,0.936662,True,Saturday
377,2017-02-04 17:34:40,134,22180,827933404142436356,en,5987,Twitter for iPhon,12,10,Kona,None,None,pupper,None,German_shepherd,0.8061149999999999,True,Saturday
378,2017-02-03 23:04:02,123,16983,827653905312006145,en,3433,Twitter for iPhon,12,10,Boots,None,None,None,None,collie,0.285555,True,Friday
379,2017-02-03 19:31:54,139,8143,827600520311402496,en,1082,Twitter for iPhon,13,10,Tucker,None,None,None,None,Pembroke,0.32563800000000004,True,Friday
380,2017-02-03 01:16:53,127,17523,827324948884643840,en,3510,Twitter for iPhon,12,10,Ralphie,None,None,None,None,golden_retriever,0.352486,True,Friday
381,2017-02-02 18:52:38,140,0,827228250799742977,en,13517,Twitter for iPhon,12,10,Phil,None,None,None,None,,,,Thursday
382,2017-02-02 17:00:17,129,11659,827199976799354881,en,2579,Twitter for iPhon,13,10,Charlie,None,None,None,None,Great_Dane,0.8696809999999999,True,Thursday
383,2017-02-02 01:01:21,73,23767,826958653328592898,en,5757,Twitter for iPhon,12,10,Loki,doggo,None,None,None,golden_retriever,0.6173890000000001,True,Thursday
384,2017-02-01 17:44:55,136,40325,826848821049180160,en,11878,Twitter for iPhon,13,10,Cupid,doggo,None,None,None,Great_Pyrenees,0.858764,True,Wednesday
385,2017-02-01 02:17:19,140,0,826615380357632002,en,4521,Twitter for iPhon,10,10,None,None,None,None,None,,,,Wednesday
386,2017-02-01 01:11:25,69,5637,826598799820865537,en,292,Twitter for iPhon,7,10,None,None,None,None,None,,,,Wednesday
387,2017-02-01 01:09:42,75,11117,826598365270007810,en,2709,Twitter for iPhon,13,10,Pawnd,None,None,None,None,French_bulldog,0.628119,True,Wednesday
388,2017-01-31 17:06:32,132,20275,826476773533745153,en,4821,Twitter for iPhon,12,10,Pilot,doggo,None,None,None,German_shepherd,0.7418600000000001,True,Tuesday
389,2017-01-31 01:27:39,114,14614,826240494070030336,en,2965,Twitter for iPhon,11,10,None,None,None,None,None,French_bulldog,0.903048,True,Tuesday
390,2017-01-30 23:05:46,116,5361,826204788643753985,en,1075,Twitter for iPhon,13,10,None,doggo,None,None,None,Labrador_retriever,0.782058,True,Monday
391,2017-01-30 17:10:04,75,17299,826115272272650244,en,3599,Twitter for iPhon,13,10,Ike,None,None,None,None,tennis_ball,0.997071,False,Monday
392,2017-01-30 01:21:19,106,11525,825876512159186944,en,2146,Twitter for iPhon,11,10,Mo,None,None,None,None,shopping_cart,0.995941,False,Monday
393,2017-01-29 22:15:05,115,14025,825829644528148480,en,2848,Twitter for iPhon,12,10,Toby,None,None,None,None,Great_Pyrenees,0.8534069999999999,True,Sunday
394,2017-01-29 02:44:34,118,56413,825535076884762624,en,19669,Twitter for iPhon,14,10,None,None,None,None,puppo,Rottweiler,0.681495,True,Sunday
395,2017-01-28 01:04:51,110,20181,825147591692263424,en,5244,Twitter for iPhon,13,10,Sweet,None,None,None,None,Pekinese,0.354823,True,Saturday
396,2017-01-27 23:16:13,140,0,825120256414846976,en,1483,Twitter for iPhon,12,10,Pablo,None,None,None,puppo,,,,Friday
397,2017-01-27 17:04:02,140,7020,825026590719483904,en,1483,Twitter for iPhon,12,10,Pablo,None,None,None,puppo,Eskimo_dog,0.524454,True,Friday
398,2017-01-27 01:49:15,117,0,824796380199809024,en,6288,Twitter for iPhon,11,10,Bailey,None,None,None,None,gas_pump,0.676439,False,Friday
399,2017-01-27 00:24:48,132,16508,824775126675836928,en,4069,Twitter for iPhon,12,10,Scooter,None,None,None,None,Border_terrier,0.610499,True,Friday
400,2017-01-26 17:02:56,103,11113,824663926340194305,en,1993,Twitter for iPhon,13,10,Wilson,None,None,None,None,English_setter,0.526488,True,Thursday
401,2017-01-25 18:38:36,55,12999,824325613288833024,en,11848,Twitter for iPhon,13,10,None,None,None,pupper,None,Pembroke,0.990793,True,Wednesday
402,2017-01-25 16:45:05,82,16625,824297048279236611,en,4463,Twitter for iPhon,11,10,Nala,None,None,None,None,teddy,0.58823,False,Wednesday
403,2017-01-24 22:44:42,44,5255,824025158776213504,en,679,Twitter for iPhon,14,10,None,None,None,None,None,,,,Tuesday
404,2017-01-24 17:04:50,79,11755,823939628516474880,en,3123,Twitter for iPhon,12,10,Cash,None,None,None,None,schipperke,0.23407600000000006,True,Tuesday
405,2017-01-24 02:28:08,123,0,823719002937630720,en,12953,Twitter for iPhon,12,10,Balto,None,None,None,None,,,,Tuesday
406,2017-01-24 01:08:40,135,13826,823699002998870016,en,2772,Twitter for iPhon,12,10,Winston,None,None,None,None,cairn,0.203999,True,Tuesday
407,2017-01-23 17:20:14,106,14376,823581115634085888,en,3031,Twitter for iPhon,11,10,Crawford,None,None,None,None,dingo,0.280949,False,Monday
408,2017-01-23 00:56:15,20,777,823333489516937216,und,31,Twitter for iPhon,13,10,None,None,None,None,None,,,,Monday
409,2017-01-23 00:13:17,106,17437,823322678127919110,en,4637,Twitter for iPhon,11,10,Wyatt,None,None,None,None,cowboy_boot,0.990253,False,Monday
410,2017-01-22 20:42:21,134,0,823269594223824897,en,11421,Twitter for iPhon,11,10,None,None,None,None,None,Samoyed,0.585441,True,Sunday
411,2017-01-22 01:12:59,118,19139,822975315408461824,en,3958,Twitter for iPhon,12,10,Albus,None,None,None,None,bathtub,0.331098,False,Sunday
412,2017-01-21 18:26:02,87,132810,822872901745569793,en,48265,Twitter for iPhon,13,10,None,None,None,None,puppo,Lakeland_terrier,0.196015,True,Saturday
413,2017-01-21 17:31:20,122,14576,822859134160621569,en,2622,Twitter for iPhon,12,10,Hobbes,None,None,None,None,malinois,0.332897,True,Saturday
414,2017-01-21 03:29:14,133,0,822647212903690241,en,7390,Twitter for iPhon,13,10,Paisley,None,None,None,None,Samoyed,0.416769,True,Saturday
415,2017-01-21 01:02:48,123,16327,822610361945911296,en,3423,Twitter for iPhon,12,10,None,None,None,None,None,cocker_spaniel,0.6644869999999999,True,Saturday
416,2017-01-20 17:00:46,94,20083,822489057087389700,en,7390,Twitter for iPhon,13,10,Paisley,None,None,None,None,Samoyed,0.416769,True,Friday
417,2017-01-20 15:17:01,136,31800,822462944365645825,en,17209,Twitter for iPhon,14,10,Gabe,None,None,pupper,None,Pomeranian,0.960199,True,Friday
418,2017-01-20 00:50:15,95,38832,822244816520155136,en,11421,Twitter for iPhon,11,10,None,None,None,None,None,Samoyed,0.585441,True,Friday
419,2017-01-19 19:25:24,140,0,822163064745328640,en,5571,Twitter for iPhon,11,10,Mattie,None,None,None,None,,,,Thursday
420,2017-01-19 01:04:45,53,12582,821886076407029760,en,2692,Twitter for iPhon,13,10,Jimison,None,None,None,None,golden_retriever,0.26623800000000003,True,Thursday
421,2017-01-18 20:16:54,139,0,821813639212650496,en,3839,Twitter for iPhon,12,10,Hercules,None,None,None,None,Saint_Bernard,0.995143,True,Wednesday
422,2017-01-18 17:07:18,82,9317,821765923262631936,en,1899,Twitter for iPhon,13,10,Duchess,doggo,None,None,None,golden_retriever,0.980071,True,Wednesday
423,2017-01-18 01:01:34,117,8871,821522889702862852,en,2030,Twitter for iPhon,13,10,Harlso,None,None,None,None,Doberman,0.7635390000000001,True,Wednesday
424,2017-01-17 18:17:58,140,0,821421320206483457,en,6470,Twitter for iPhon,12,10,Sampson,doggo,None,None,None,,,,Tuesday
425,2017-01-17 17:21:47,114,13075,821407182352777218,en,5053,Twitter for iPhon,14,10,Sundance,doggo,None,None,None,Irish_setter,0.5054960000000001,True,Tuesday
426,2017-01-17 00:33:26,56,280,821153421864615936,en,10,Twitter for iPhon,13,10,None,None,None,None,None,,,,Tuesday
427,2017-01-17 00:18:04,62,9718,821149554670182400,en,2320,Twitter for iPhon,12,10,Luca,None,None,None,None,German_shepherd,0.515933,True,Tuesday
428,2017-01-16 21:32:06,130,10645,821107785811234820,en,2487,Twitter for iPhon,11,10,None,doggo,None,None,None,Pomeranian,0.85659,True,Monday
429,2017-01-16 17:20:45,125,14021,821044531881721856,en,2636,Twitter for iPhon,12,10,Flash,None,None,None,None,Old_English_sheepdog,0.14802,True,Monday
430,2017-01-16 03:37:31,140,0,820837357901512704,en,7733,Twitter for iPhon,12,10,Finn,None,None,None,None,,,,Monday
431,2017-01-15 21:49:15,108,34984,820749716845686786,en,11525,Twitter for iPhon,13,10,Sunny,None,None,None,None,golden_retriever,0.8380120000000001,True,Sunday
432,2017-01-15 17:52:40,75,13518,820690176645140481,en,3716,Twitter for iPhon,84,10,None,None,None,None,None,West_Highland_white_terrier,0.872064,True,Sunday
433,2017-01-15 04:56:16,140,0,820494788566847489,en,648,Twitter for iPhon,14,10,None,None,None,None,None,,,,Sunday
434,2017-01-15 01:45:15,135,0,820446719150292993,en,2980,Twitter for iPhon,13,10,Peaches,None,None,None,None,golden_retriever,0.938048,True,Sunday
435,2017-01-14 17:00:24,138,3706,820314633777061888,en,648,Twitter for iPhon,14,10,None,None,None,None,None,Gordon_setter,0.940724,True,Saturday
436,2017-01-14 01:22:35,80,21979,820078625395449857,en,7246,Twitter for iPhon,12,10,None,None,None,None,None,school_bus,0.999833,False,Saturday
437,2017-01-13 21:04:55,140,0,820013781606658049,en,1369,Twitter for iPhon,13,10,Oliver,None,None,None,puppo,,,,Friday
438,2017-01-13 17:00:21,139,5927,819952236453363712,en,1369,Twitter for iPhon,13,10,Oliver,None,None,None,puppo,American_Staffordshire_terrier,0.925505,True,Friday
439,2017-01-13 15:08:56,97,14305,819924195358416896,en,5607,Twitter for iPhon,11,10,None,doggo,None,None,None,bathtub,0.100896,False,Friday
440,2017-01-13 01:03:12,54,14916,819711362133872643,en,3604,Twitter for iPhon,11,10,Howie,None,None,None,None,acorn_squash,0.8487040000000001,False,Friday
441,2017-01-12 16:54:26,111,10606,819588359383371776,en,2271,Twitter for iPhon,13,10,Jazzy,None,None,None,None,Cardigan,0.5479350000000001,True,Thursday
442,2017-01-12 00:55:47,121,8008,819347104292290561,en,1383,Twitter for iPhon,12,10,Anna,None,None,None,None,Rottweiler,0.909106,True,Thursday
443,2017-01-11 17:42:57,85,2550,819238181065359361,en,462,Twitter Web Clien,10,10,None,None,None,pupper,None,,,,Wednesday
444,2017-01-11 17:01:16,103,25652,819227688460238848,en,7733,Twitter for iPhon,12,10,Finn,None,None,None,None,Border_terrier,0.4824520000000001,True,Wednesday
445,2017-01-11 02:57:27,122,0,819015337530290176,en,42228,Twitter for iPhon,14,10,Bo,doggo,None,None,None,standard_poodle,0.351308,True,Wednesday
446,2017-01-11 02:57:26,136,0,819015331746349057,en,21794,Twitter for iPhon,14,10,Sunny,doggo,None,None,None,prison,0.907083,False,Wednesday
447,2017-01-11 02:21:57,97,49960,819006400881917954,en,21794,Twitter for iPhon,14,10,Sunny,doggo,None,None,None,prison,0.907083,False,Wednesday
448,2017-01-11 02:15:36,83,95450,819004803107983360,en,42228,Twitter for iPhon,14,10,Bo,doggo,None,None,None,standard_poodle,0.351308,True,Wednesday
449,2017-01-10 02:30:30,119,0,818646164899774465,en,24069,Twitter for iPhon,11,10,Seamus,None,None,None,None,,,,Tuesday
450,2017-01-10 01:15:10,70,24597,818627210458333184,en,8564,Twitter for iPhon,13,10,Wafer,None,None,None,None,Labrador_retriever,0.384188,True,Tuesday
451,2017-01-10 00:24:38,99,10971,818614493328580609,en,2982,Twitter for iPhon,12,10,Bear,None,None,None,None,Chihuahua,0.450722,True,Tuesday
452,2017-01-09 22:42:41,107,0,818588835076603904,en,7126,Twitter for iPhon,11,10,Chelsea,None,None,pupper,None,Norwegian_elkhound,0.372202,True,Monday
453,2017-01-09 19:14:36,127,12127,818536468981415936,en,2873,Twitter for iPhon,11,10,Tom,None,None,None,None,swing,0.999403,False,Monday
454,2017-01-09 04:04:51,140,0,818307523543449600,en,9366,Twitter for iPhon,13,10,Moose,None,None,None,None,,,,Monday
455,2017-01-09 00:53:55,96,12197,818259473185828864,en,2621,Twitter for iPhon,12,10,Florence,None,None,None,None,miniature_schnauzer,0.367368,True,Monday
456,2017-01-08 17:20:31,82,13671,818145370475810820,en,3014,Twitter for iPhon,11,10,Autumn,None,None,None,None,golden_retriever,0.621931,True,Sunday
457,2017-01-08 01:40:55,98,5356,817908911860748288,en,906,Twitter for iPhon,12,10,None,None,None,None,None,,,,Sunday
458,2017-01-07 20:18:46,116,57622,817827839487737858,en,31314,Twitter for iPhon,13,10,Buddy,None,None,None,None,cocker_spaniel,0.387608,True,Saturday
459,2017-01-07 16:59:28,140,11901,817777686764523521,en,3084,Twitter for iPhon,13,10,Dido,doggo,None,pupper,None,curly-coated_retriever,0.733256,True,Saturday
460,2017-01-07 01:00:41,143,13105,817536400337801217,en,3505,Twitter for iPhon,12,10,Eugene,None,None,None,None,pug,0.971358,True,Saturday
461,2017-01-06 22:45:43,140,0,817502432452313088,en,3917,Twitter for iPhon,7,10,Herschel,None,None,pupper,None,,,,Friday
462,2017-01-06 17:33:29,56,38260,817423860136083457,en,17504,Twitter for iPhon,13,10,Ken,None,None,None,None,ice_bear,0.3362,False,Friday
463,2017-01-06 17:00:38,140,6267,817415592588222464,en,1131,Twitter for iPhon,11,10,Strudel,None,None,None,None,Doberman,0.806163,True,Friday
464,2017-01-06 01:31:47,96,0,817181837579653120,en,9907,Twitter for iPhon,13,10,None,None,None,pupper,None,Tibetan_mastiff,0.506312,True,Friday
465,2017-01-06 00:49:53,103,9690,817171292965273600,en,2326,Twitter for iPhon,13,10,Tebow,None,None,None,None,golden_retriever,0.295483,True,Friday
466,2017-01-05 21:29:55,54,13367,817120970343411712,en,3011,Twitter for iPhon,13,10,None,None,None,None,None,Saluki,0.568809,True,Thursday
467,2017-01-05 17:13:55,107,9517,817056546584727552,en,1927,Twitter for iPhon,11,10,Chloe,None,None,None,None,kelpie,0.8644149999999999,True,Thursday
468,2017-01-05 02:09:53,129,0,816829038950027264,en,5496,Twitter for iPhon,12,10,Betty,None,None,None,puppo,dishwasher,0.700466,False,Thursday
469,2017-01-05 01:20:46,91,11071,816816676327063552,en,2361,Twitter for iPhon,12,10,Timber,None,None,None,None,malamute,0.668164,True,Thursday
470,2017-01-04 17:27:59,99,10905,816697700272001025,en,2545,Twitter for iPhon,12,10,Binky,None,None,None,None,Chihuahua,0.756992,True,Wednesday
471,2017-01-04 01:05:59,103,33961,816450570814898180,en,9366,Twitter for iPhon,13,10,Moose,None,None,None,None,web_site,0.35285700000000003,False,Wednesday
472,2017-01-03 17:33:39,86,9564,816336735214911488,en,2269,Twitter for iPhon,11,10,Dudley,None,None,None,None,Labrador_retriever,0.91933,True,Tuesday
473,2017-01-03 01:20:49,91,9927,816091915477250048,en,2500,Twitter for iPhon,12,10,Comet,None,None,None,None,Pomeranian,0.967345,True,Tuesday
474,2017-01-02 23:23:48,140,0,816062466425819140,en,1207,Twitter for iPhon,11,10,Jack,None,None,None,None,,,,Monday
475,2017-01-02 20:12:21,109,0,816014286006976512,en,6154,Twitter for iPhon,11,10,Larry,None,None,None,None,English_setter,0.677408,True,Monday
476,2017-01-02 18:38:42,139,5545,815990720817401858,en,1207,Twitter for iPhon,11,10,Jack,None,None,None,None,Chihuahua,0.428756,True,Monday
477,2017-01-02 17:00:46,57,25057,815966073409433600,en,9907,Twitter for iPhon,13,10,None,None,None,pupper,None,Tibetan_mastiff,0.506312,True,Monday
478,2017-01-02 02:26:09,140,0,815745968457060357,en,4797,Twitter for iPhon,12,10,Levi,None,None,None,None,,,,Monday
479,2017-01-02 01:48:06,94,10937,815736392542261248,en,2625,Twitter for iPhon,11,10,Akumi,None,None,None,None,Border_collie,0.5489069999999999,True,Monday
480,2017-01-01 19:22:38,100,9161,815639385530101762,en,1918,Twitter for iPhon,12,10,Titan,None,None,None,None,German_shepherd,0.8179529999999999,True,Sunday
481,2017-01-01 02:53:20,44,11467,815390420867969024,en,4407,Twitter for iPhon,13,10,None,None,None,None,None,restaurant,0.279846,False,Sunday
482,2016-12-31 00:08:17,93,8485,814986499976527872,en,1505,Twitter for iPhon,11,10,Cooper,None,None,pupper,None,dalmatian,0.999828,True,Saturday
483,2016-12-30 01:05:33,86,12511,814638523311648768,en,3130,Twitter for iPhon,12,10,Olivia,None,None,None,None,golden_retriever,0.650814,True,Friday
484,2016-12-29 21:06:41,144,0,814578408554463233,en,6750,Twitter for iPhon,9,10,Beau,None,None,None,None,,,,Thursday
485,2016-12-29 17:54:58,112,9629,814530161257443328,en,2156,Twitter for iPhon,12,10,Alf,None,None,None,None,miniature_poodle,0.626913,True,Thursday
486,2016-12-28 16:56:16,109,32000,814153002265309185,en,10080,Twitter for iPhon,12,10,Oshie,None,None,None,None,golden_retriever,0.490068,True,Wednesday
487,2016-12-28 03:08:11,116,0,813944609378369540,en,3732,Twitter for iPhon,11,10,Bruce,None,None,None,None,Labrador_retriever,0.427742,True,Wednesday
488,2016-12-28 00:52:25,93,10342,813910438903693312,en,2194,Twitter for iPhon,11,10,Chubbs,doggo,None,None,None,Siberian_husky,0.6993550000000001,True,Wednesday
489,2016-12-27 18:24:12,139,40402,813812741911748608,en,16267,Twitter for iPhon,14,10,Gary,None,None,None,None,French_bulldog,0.709146,True,Tuesday
490,2016-12-27 17:36:16,66,9300,813800681631023104,en,2060,Twitter for iPhon,12,10,Sky,None,None,None,None,malamute,0.501159,True,Tuesday
491,2016-12-26 03:00:30,68,20783,813217897535406080,en,8476,Twitter for iPhon,13,10,Atlas,None,None,None,None,Samoyed,0.905972,True,Monday
492,2016-12-26 02:00:11,112,10192,813202720496779264,en,2090,Twitter for iPhon,11,10,None,doggo,None,None,None,cocker_spaniel,0.701852,True,Monday
493,2016-12-26 01:00:05,107,22085,813187593374461952,en,5096,Twitter for iPhon,13,10,None,None,None,None,None,golden_retriever,0.888181,True,Monday
494,2016-12-26 00:00:03,75,10384,813172488309972993,en,2236,Twitter for iPhon,12,10,Eleanor,None,None,None,None,doormat,0.954844,False,Monday
495,2016-12-25 23:00:08,112,8588,813157409116065792,en,2557,Twitter for iPhon,12,10,Layla,None,None,None,None,Siamese_cat,0.8439110000000001,False,Sunday
496,2016-12-25 22:00:04,84,9361,813142292504645637,en,2728,Twitter for iPhon,13,10,None,None,None,None,None,beagle,0.848735,True,Sunday
497,2016-12-25 21:12:41,131,4968,813130366689148928,en,513,Twitter for iPhon,12,10,None,None,None,None,None,,,,Sunday
498,2016-12-25 21:00:18,89,13242,813127251579564032,en,3652,Twitter for iPhon,11,10,None,doggo,None,None,None,Norwegian_elkhound,0.432416,True,Sunday
499,2016-12-25 20:00:07,100,11515,813112105746448384,en,3225,Twitter for iPhon,12,10,Toby,None,None,None,None,dingo,0.287369,False,Sunday
500,2016-12-25 19:00:02,74,11694,813096984823349248,en,4207,Twitter for iPhon,11,10,Rocky,doggo,None,None,None,Great_Dane,0.128056,True,Sunday
501,2016-12-25 18:00:17,112,10989,813081950185472002,en,3220,Twitter for iPhon,11,10,Baron,None,None,None,None,Doberman,0.909951,True,Sunday
502,2016-12-25 17:00:08,115,8865,813066809284972545,en,2276,Twitter for iPhon,12,10,Tyr,None,None,None,None,toy_terrier,0.7764,True,Sunday
503,2016-12-25 16:00:16,90,23337,813051746834595840,en,8503,Twitter for iPhon,13,10,Bauer,None,None,None,None,golden_retriever,0.914804,True,Sunday
504,2016-12-24 22:04:54,101,8380,812781120811126785,en,2191,Twitter for iPhon,10,10,Swagger,None,None,None,None,bull_mastiff,0.989316,True,Saturday
505,2016-12-24 19:52:31,140,0,812747805718642688,en,8067,Twitter for iPhon,10,10,Sammy,None,None,None,None,,,,Saturday
506,2016-12-24 17:18:34,94,7373,812709060537683968,en,1665,Twitter for iPhon,12,10,Brandi,None,None,None,None,Irish_setter,0.326873,True,Saturday
507,2016-12-24 03:40:19,118,6787,812503143955202048,en,1424,Twitter for iPhon,13,10,None,None,None,None,None,loupe,0.546856,False,Saturday
508,2016-12-24 01:16:12,110,8900,812466873996607488,en,2231,Twitter for iPhon,12,10,Mary,None,None,None,None,bath_towel,0.0998035,False,Saturday
509,2016-12-23 19:00:19,103,15224,812372279581671427,en,4252,Twitter for iPhon,13,10,Moe,None,None,None,None,golden_retriever,0.7848729999999999,True,Friday
510,2016-12-22 17:23:53,88,8102,811985624773361665,en,1647,Twitter for iPhon,11,10,Ted,None,None,None,None,Staffordshire_bullterrier,0.6105729999999999,True,Thursday
511,2016-12-22 01:24:33,41,8429,811744202451197953,en,1884,Twitter for iPhon,13,10,Halo,None,None,None,None,Pekinese,0.386082,True,Thursday
512,2016-12-21 19:01:02,136,6215,811647686436880384,en,872,Twitter for iPhon,11,10,None,None,None,None,None,,,,Wednesday
513,2016-12-21 17:39:46,103,14265,811627233043480576,en,3650,Twitter for iPhon,10,10,Augie,None,None,None,None,beagle,0.39628,True,Wednesday
514,2016-12-21 01:44:13,112,23302,811386762094317568,en,7444,Twitter for iPhon,11,10,Craig,None,None,pupper,None,Pembroke,0.804177,True,Wednesday
515,2016-12-19 23:06:23,143,5927,810984652412424192,en,1655,Twitter for iPhon,24,10,Sam,None,None,None,None,golden_retriever,0.8713420000000001,True,Monday
516,2016-12-19 17:14:23,127,10093,810896069567610880,en,2090,Twitter for iPhon,11,10,Hunter,None,None,None,None,flat-coated_retriever,0.8208040000000001,True,Monday
517,2016-12-19 01:26:42,100,12192,810657578271330305,en,3057,Twitter for iPhon,11,10,Pavlov,None,None,None,None,malamute,0.753521,True,Monday
518,2016-12-18 00:43:57,79,39640,810284430598270976,en,13369,Twitter for iPhon,13,10,Phil,None,None,None,None,malamute,0.620768,True,Sunday
519,2016-12-17 22:43:27,118,16380,810254108431155201,en,3901,Twitter for iPhon,12,10,Gus,None,None,None,None,Staffordshire_bullterrier,0.292556,True,Saturday
520,2016-12-17 00:38:52,116,17250,809920764300447744,en,4521,Twitter for iPhon,10,10,None,None,None,None,None,Norwich_terrier,0.397163,True,Saturday
521,2016-12-16 17:14:20,140,0,809808892968534016,en,5711,Twitter for iPhon,12,10,Maximus,None,None,None,None,Labrador_retriever,0.8616510000000001,True,Friday
522,2016-12-15 17:23:04,41,7727,809448704142938112,en,1696,Twitter for iPhon,12,10,None,None,None,None,None,Greater_Swiss_Mountain_dog,0.375415,True,Thursday
523,2016-12-15 02:14:29,126,22246,809220051211603969,en,6554,Twitter for iPhon,12,10,Kyro,None,None,None,None,Pomeranian,0.8195110000000001,True,Thursday
524,2016-12-14 17:16:53,136,14685,809084759137812480,en,4046,Twitter for iPhon,11,10,Wallace,None,None,None,None,vizsla,0.911412,True,Wednesday
525,2016-12-14 00:57:20,116,11271,808838249661788160,en,3536,Twitter for iPhon,13,10,Ito,None,None,None,None,Rottweiler,0.36953,True,Wednesday
526,2016-12-13 18:01:07,98,8784,808733504066486276,en,2509,Twitter for iPhon,12,10,None,None,None,pupper,None,seat_belt,0.779137,False,Tuesday
527,2016-12-13 02:39:32,105,12595,808501579447930884,en,3007,Twitter for iPhon,12,10,Koda,None,None,None,None,Airedale,0.4542390000000001,True,Tuesday
528,2016-12-12 16:16:49,104,47281,808344865868283904,en,24069,Vine - Make a Scen,11,10,Seamus,None,None,None,None,,,,Monday
529,2016-12-12 02:21:26,95,0,808134635716833280,en,6961,Twitter for iPhon,13,10,Milo,None,None,None,None,cocker_spaniel,0.74022,True,Monday
530,2016-12-12 00:29:28,120,9701,808106460588765185,en,2525,Twitter for iPhon,12,10,None,doggo,None,pupper,None,golden_retriever,0.426183,True,Monday
531,2016-12-11 17:31:39,105,14015,808001312164028416,en,4098,Twitter for iPhon,12,10,Cooper,None,None,None,None,Labrador_retriever,0.730959,True,Sunday
532,2016-12-10 16:22:02,137,16236,807621403335917568,en,4288,Twitter for iPhon,14,10,Ollie,None,None,pupper,None,golden_retriever,0.873233,True,Saturday
533,2016-12-09 06:17:20,61,107015,807106840509214720,en,56625,Twitter for iPhon,13,10,Stephan,None,None,None,None,Chihuahua,0.50537,True,Friday
534,2016-12-09 03:08:45,136,0,807059379405148160,en,8521,Twitter for iPhon,12,10,Cali,None,None,None,None,seat_belt,0.474292,False,Friday
535,2016-12-08 23:53:08,123,14514,807010152071229440,en,4418,Twitter for iPhon,12,10,Lennon,None,None,None,None,golden_retriever,0.610807,True,Thursday
536,2016-12-07 22:38:52,85,75639,806629075125202948,en,37911,Twitter for iPhon,13,10,None,None,None,None,None,Arabian_camel,0.366248,False,Wednesday
537,2016-12-07 22:06:10,140,0,806620845233815552,en,6426,Twitter for iPhon,12,10,None,None,None,None,None,,,,Wednesday
538,2016-12-07 19:09:37,84,5370,806576416489959424,en,2230,Twitter for iPhon,13,10,None,None,None,None,None,,,,Wednesday
